S³owoPodstawe;Synonim1;Synonim2;Synonim3;Synonim4;Synonim5;Synonim6;Synonim7;Synonim8;Synonim9;Synonim10;Synonim11;Synonim12;Synonim13;Synonim14;Synonim15;Synonim16;Synonim17;Synonim18
krn¹brny;nie daj¹cy siê opanowaæ;niepokorny;niepos³uszny;niesforny;przekorny;trudny do kierowania;uparty;;;;;;;;;;;
krochmal;m¹ka ziemniaczana;skrobia;;;;;;;;;;;;;;;;
krociowy;licz¹cy krocie;;;;;;;;;;;;;;;;;
kroiæ;r¿n¹æ;wycinaæ;;;;;;;;;;;;;;;;
kromka;pajda;piêtka;plasterek;skibka;talarek;;;;;;;;;;;;;
kronselka;oliwka kronselska;;;;;;;;;;;;;;;;;
kropiæ;m¿yæ;si¹piæ;;;;;;;;;;;;;;;;
kropiæ;pryskaæ;zraszaæ;;;;;;;;;;;;;;;;
kropiæ;skrapiaæ;;;;;;;;;;;;;;;;;
kropka;krosta;plama;;;;;;;;;;;;;;;;
kropkowaæ;stawiaæ kropki;;;;;;;;;;;;;;;;;
kroplomierz;pipeta;zakraplacz;;;;;;;;;;;;;;;;
krosno;warsztat tkacki;;;;;;;;;;;;;;;;;
krosta;pryszcz;;;;;;;;;;;;;;;;;
krowieniec;nawóz krowi;;;;;;;;;;;;;;;;;
królewska gra;szachy;;;;;;;;;;;;;;;;;
król;królik;trusia;;;;;;;;;;;;;;;;
król metali;z³oto;;;;;;;;;;;;;;;;;
królowaæ;panowaæ;rz¹dziæ;w³adaæ;;;;;;;;;;;;;;;
królowa nauk;matematyka;matma;;;;;;;;;;;;;;;;
król z Polski;król z rodzimej dynastii;Piast;;;;;;;;;;;;;;;;
król zwierz¹t;lew;;;;;;;;;;;;;;;;;
krótki bieg;sprint;;;;;;;;;;;;;;;;;
krótkie spodnie;szorty;;;;;;;;;;;;;;;;;
krótki;kusy;przykrótki;;;;;;;;;;;;;;;;
krótki;lakoniczny;lapidarny;oszczêdny w s³owach;treœciwy;zwiêz³y;;;;;;;;;;;;;
krótki;naskórkowy;niedba³y;p³ytki;pobie¿ny;powierzchowny;;;;;;;;;;;;;
krótkodystansowiec;sprinter;szybkobiegacz;;;;;;;;;;;;;;;;
krótko mówi¹c;na koniec;podsumowuj¹c;pokrótce;reasumuj¹c;w konkluzji;w sumie;;;;;;;;;;;;
krótkoœæ;treœciwoœæ;zwiêz³oœæ;;;;;;;;;;;;;;;;
krótko;treœciwie;w kilku s³owach;zwiêŸle;;;;;;;;;;;;;;;
kruchy;krusz¹cy siê;proszkowaty;rozsypuj¹cy siê;spróchnia³y;sypi¹cy siê;sypki;zwietrza³y;;;;;;;;;;;
krucjata;wyprawa krzy¿owa;;;;;;;;;;;;;;;;;
krucyfiks;krzy¿;;;;;;;;;;;;;;;;;
kruszec;metal szlachetny;;;;;;;;;;;;;;;;;
kruszenie kopii;turniej;;;;;;;;;;;;;;;;;
kruszyæ;rozdrabniaæ;rozkruszaæ;;;;;;;;;;;;;;;;
krwawy;morderczy;z rozlewem krwi;;;;;;;;;;;;;;;;
krwiopijca;wampir;;;;;;;;;;;;;;;;;
krwotok;wylew;;;;;;;;;;;;;;;;;
krymina³;powieœæ kryminalna;;;;;;;;;;;;;;;;;
kryptografia;szyfrowanie;;;;;;;;;;;;;;;;;
kryptograficzny;szyfrowy;;;;;;;;;;;;;;;;;
krystaliczny;kryszta³owy;;;;;;;;;;;;;;;;;
krystalizowaæ;krzepn¹æ;;;;;;;;;;;;;;;;;
kryterium;miara;probierz;sprawdzian;wyznacznik;;;;;;;;;;;;;;
krytykant;zoil;;;;;;;;;;;;;;;;;
krytyk;recenzent;;;;;;;;;;;;;;;;;
kryty;os³oniêty;pokryty;przykryty;zakryty;;;;;;;;;;;;;;
kryty;pod dachem;zadaszony;;;;;;;;;;;;;;;;
krzaczasty;rosochaty;rozga³êziony;roz³o¿ysty;;;;;;;;;;;;;;;
krzak;krzew;;;;;;;;;;;;;;;;;
krz¹taæ siê;spieszyæ siê;œpieszyæ siê;uwijaæ siê;wykonywaæ pospiesznie;zwijaæ siê;;;;;;;;;;;;;
krzepn¹æ;œcinaæ siê;zsiadaæ siê;;;;;;;;;;;;;;;;
krzepn¹æ;twardnieæ;wi¹zaæ;zastygaæ;;;;;;;;;;;;;;;
krzepn¹æ;zamarzaæ;;;;;;;;;;;;;;;;;
krzewiæ;wpajaæ;zaszczepiaæ;;;;;;;;;;;;;;;;
krzyczeæ;przywo³aæ;wo³aæ;wzywaæ;;;;;;;;;;;;;;;
krzykliwy;wrzaskliwy;;;;;;;;;;;;;;;;;
krzyk;nawo³ywanie;pokrzykiwanie;wo³anie;;;;;;;;;;;;;;;
krzykn¹æ;rykn¹æ;wykrzykn¹æ;zawo³aæ;;;;;;;;;;;;;;;
krzywa;zagiêcie;;;;;;;;;;;;;;;;;
krzywda;niesprawiedliwoœæ;nieszczêœcie;;;;;;;;;;;;;;;;
krzywda;strata;szkoda;szwank;uszczerbek;;;;;;;;;;;;;;
krzywdziæ;niesprawiedliwie traktowaæ;stawiaæ w gorszej sytuacji;szkodziæ;;;;;;;;;;;;;;;
krzywiæ;naginaæ;pokrzywiæ;wyginaæ;zagi¹æ;zaginaæ;zakrzywiæ;zgi¹æ;zginaæ;;;;;;;;;;
krzywizna;pó³kole;;;;;;;;;;;;;;;;;
krzywoœæ;nachylenie;pochy³oœæ;przekrzywienie;skos;skoœne œciêcie;ukos;;;;;;;;;;;;
krzywy;pa³¹kowaty;;;;;;;;;;;;;;;;;
krzywy;pokraczny;pokrêcony;skrêcony;wygiêty;zagiêty;zakrzywiony;;;;;;;;;;;;
krzy¿owaæ;udaremniaæ;;;;;;;;;;;;;;;;;
krzy¿owa;krzy¿ówka;;;;;;;;;;;;;;;;;
krzy¿ówka;przeciêcie dróg;skrzy¿owanie;;;;;;;;;;;;;;;;
krzy¿uj¹cy;poprzeczny;skoœny;;;;;;;;;;;;;;;;
ksenofobia;wrogoœæ do cudzoziemców;wrogoœæ do obcych;;;;;;;;;;;;;;;;
ksero;kserokopia;;;;;;;;;;;;;;;;;
ksi¹¿ka;lektura;pozycja bibliograficzna;publikacja;;;;;;;;;;;;;;;
ksieni;przeorysza;;;;;;;;;;;;;;;;;
ksiêgowoœæ;rachunkowoœæ;;;;;;;;;;;;;;;;;
ksiêgowy;rachunkowy;;;;;;;;;;;;;;;;;
ksiê¿na;ksiê¿niczka;;;;;;;;;;;;;;;;;
ksiê¿ycowy;nadmiernie eksploatuj¹cy;rabunkowy;wyniszczaj¹cy;;;;;;;;;;;;;;;
ksiê¿yc;satelita;;;;;;;;;;;;;;;;;
Ksiê¿yc;Srebrny Glob;;;;;;;;;;;;;;;;;
ksylolit;ska³odrzew;;;;;;;;;;;;;;;;;
kszta³towaæ;modelowaæ;wzorowaæ siê;;;;;;;;;;;;;;;;
kubatura;objêtoœæ;pojemnoœæ;;;;;;;;;;;;;;;;
kube³;wiadro;;;;;;;;;;;;;;;;;
kubiczny;szeœcienny;;;;;;;;;;;;;;;;;
kucharski;kulinarny;;;;;;;;;;;;;;;;;
kuchenka;piec;piekarnik;;;;;;;;;;;;;;;;
kuchenka;piecyk;;;;;;;;;;;;;;;;;
kuchmistrz;szef kuchni;;;;;;;;;;;;;;;;;
kuchnia;sztuka kulinarna;;;;;;;;;;;;;;;;;
kuc;kucyk;pony;;;;;;;;;;;;;;;;
kufel;naczynie do piwa;;;;;;;;;;;;;;;;;
kufer;pud³o;skrzynia;;;;;;;;;;;;;;;;
kufer;zad;zadek;;;;;;;;;;;;;;;;
kuglarz;magik;prestidigitator;sztukmistrz;;;;;;;;;;;;;;;
kuglarz;¿ongler;;;;;;;;;;;;;;;;;
kuguar;puma;;;;;;;;;;;;;;;;;
kukie³ka;lala;laleczka;lalka;marionetka;pacynka;;;;;;;;;;;;;
kuk³a;lalka;manekin;;;;;;;;;;;;;;;;
kuk³a;manekin;marionetka;;;;;;;;;;;;;;;;
kula;kulka;;;;;;;;;;;;;;;;;
kulas;kulawiec;kuternoga;;;;;;;;;;;;;;;;
kulas;kulfon;;;;;;;;;;;;;;;;;
kuleæ;niedomagaæ;podupadaæ;szwankowaæ;;;;;;;;;;;;;;;
kulis;pracownik niewykwalifikowany;;;;;;;;;;;;;;;;;
kulisty;sferyczny;;;;;;;;;;;;;;;;;
kulminacyjny;najwa¿niejszy;prze³omowy;szczytowy;;;;;;;;;;;;;;;
kulminowaæ;osi¹gaæ szczyt;;;;;;;;;;;;;;;;;
kultowy;sakralny;zwi¹zany z kultem;;;;;;;;;;;;;;;;
kultura osobista;subtelnoœæ;takt;umiar;wyczucie;;;;;;;;;;;;;;
kuluarowy;nieoficjalny;tajny;utajniony;zakulisowy;;;;;;;;;;;;;;
kuluar;poczekalnia;;;;;;;;;;;;;;;;;
ku³ak;piêœæ;;;;;;;;;;;;;;;;;
kumaæ siê;mieæ do czynienia;obcowaæ;pozostawaæ w komitywie;przestawaæ;wchodziæ w bli¿sze stosunki;zadawaæ siê;;;;;;;;;;;;
kumpela;przyjació³ka;psiapsió³a;;;;;;;;;;;;;;;;
kumulacyjny;sumaryczny;;;;;;;;;;;;;;;;;
kunktacja;zwlekanie;;;;;;;;;;;;;;;;;
kunsztowny;misterny;mistrzowski;;;;;;;;;;;;;;;;
kupa;mrowie;zbiorowisko;;;;;;;;;;;;;;;;
kupa;sterta;stos;;;;;;;;;;;;;;;;
kupiæ;kupowaæ;nabywaæ;;;;;;;;;;;;;;;;
kupiæ;nabyæ;;;;;;;;;;;;;;;;;
kupiec galanteryjny;w³aœciciel sklepu z pasmanteri¹;;;;;;;;;;;;;;;;;
kupno;nabycie;zakup;;;;;;;;;;;;;;;;
ku;pod adresem;w kierunku;w odniesieniu do;;;;;;;;;;;;;;;
kupowaæ;nabywaæ;pozyskiwaæ;zdobywaæ;;;;;;;;;;;;;;;
kupowanie;sprawunki;zakupy;;;;;;;;;;;;;;;;
kuracja;leczenie;rehabilitacja;terapia;;;;;;;;;;;;;;;
kuracyjny;uzdrowiskowy;zdrojowy;;;;;;;;;;;;;;;;
kurator;kustosz;mecenas;opiekun;;;;;;;;;;;;;;;
kurator;opiekun;;;;;;;;;;;;;;;;;
kurcz¹tko;pisklê;;;;;;;;;;;;;;;;;
kurczowy;szarpi¹cy;;;;;;;;;;;;;;;;;
kurczyæ siê;maleæ;zmniejszaæ siê;;;;;;;;;;;;;;;;
kurenda;okólnik;;;;;;;;;;;;;;;;;
kurniawa;kurzawa;œnie¿yca;zadymka;zamieæ;zawieja;zawierucha œnie¿na;;;;;;;;;;;;
kurort;miejscowoœæ kuracyjna;miejscowoœæ lecznicza;uzdrowisko;;;;;;;;;;;;;;;
kurowaæ;leczyæ;sanowaæ;uzdrawiaæ;;;;;;;;;;;;;;;
kursant;kursista;kursowicz;s³uchacz kursu;;;;;;;;;;;;;;;
kurs;lekcje;zajêcia;;;;;;;;;;;;;;;;
kursor;wskaŸnik ekranowy;;;;;;;;;;;;;;;;;
kurs;szkolenie;warsztaty;;;;;;;;;;;;;;;;
kurs wymiany;przelicznik;stawka;;;;;;;;;;;;;;;;
kurz;py³;;;;;;;;;;;;;;;;;
kurzyæ;pyliæ;;;;;;;;;;;;;;;;;
kusiæ los;nara¿aæ siê;ryzykowaæ;st¹paæ po kruchym lodzie;;;;;;;;;;;;;;;
kuszenie;pokusa;;;;;;;;;;;;;;;;;
kuszetka;wagon sypialny;;;;;;;;;;;;;;;;;
kwadrans;piêtnaœcie minut;;;;;;;;;;;;;;;;;
kwalifikacja;nota;ocena;punktacja;stopieñ;;;;;;;;;;;;;;
kwalifikacja;przypisanie;;;;;;;;;;;;;;;;;
kwalifikacja;umiejêtnoœæ;;;;;;;;;;;;;;;;;
kwantowanie;kwantyzacja;;;;;;;;;;;;;;;;;
kwartalny;trymestralny;;;;;;;;;;;;;;;;;
kwarta³;trymestr;;;;;;;;;;;;;;;;;
kwasiæ;psuæ;psuæ humor;zatruwaæ;;;;;;;;;;;;;;;
kwasowoœæ;kwaœnoœæ;;;;;;;;;;;;;;;;;
kwasowy;kwaœny;;;;;;;;;;;;;;;;;
kwaœnieæ;przeprowadzaæ w kwas;zakwaszaæ;;;;;;;;;;;;;;;;
kwaœnieæ;œcinaæ siê;zsiadaæ siê;;;;;;;;;;;;;;;;
kwatera;nocleg;stancja;;;;;;;;;;;;;;;;
kwerenda;poszukiwanie;szperanie;;;;;;;;;;;;;;;;
kwerulanctwo;kwerulencja;pieniactwo;;;;;;;;;;;;;;;;
kwesta;zbiórka;;;;;;;;;;;;;;;;;
kwestia;problem;rzecz;sprawa;temat;zadanie;zagadnienie;;;;;;;;;;;;
kwestia;pytanie;w¹tpliwoœæ;zapytanie;;;;;;;;;;;;;;;
kwêkaæ;labidziæ;labiedziæ;narzekaæ;skar¿yæ siê;stêkaæ;uskar¿aæ siê;utyskiwaæ;wyrzekaæ;;;;;;;;;;
kwiat;kwiecie;;;;;;;;;;;;;;;;;
kwiczeæ;kwikaæ;;;;;;;;;;;;;;;;;
kwintal;metr;sto kilogramów;;;;;;;;;;;;;;;;
kwitn¹æ;piêknie rosn¹æ;prosperowaæ;udawaæ siê;;;;;;;;;;;;;;;
kwitn¹æ;rozkwitaæ;;;;;;;;;;;;;;;;;
kwitn¹æ;rozwijaæ siê;;;;;;;;;;;;;;;;;
kwitniêcie;rozkwit;;;;;;;;;;;;;;;;;
kwitowaæ;parafowaæ;potwierdzaæ odbiór;;;;;;;;;;;;;;;;
kwitowaæ;podsumowaæ;spuentowaæ;zreasumowaæ;;;;;;;;;;;;;;;
kwit;pokwitowanie;potwierdzenie odbioru;;;;;;;;;;;;;;;;
kwota;suma;;;;;;;;;;;;;;;;;
laba;odetchniêcie;odpoczynek;odsapniêcie;popas;relaks;spokój;wypoczynek;;;;;;;;;;;
laba;odpoczynek;rekreacja;;;;;;;;;;;;;;;;
Lacedemoñczyk;Spartanin;;;;;;;;;;;;;;;;;
Lach;Polak;;;;;;;;;;;;;;;;;
laæ;odci¹gaæ;odlewaæ;przetaczaæ;œci¹gaæ;toczyæ;ulewaæ;;;;;;;;;;;;
laæ;padaæ obficie;;;;;;;;;;;;;;;;;
laæ siê;ociekaæ;tryskaæ;;;;;;;;;;;;;;;;
ladaco;nicpoñ;niecnota;;;;;;;;;;;;;;;;
lada dzieñ;na dniach;wkrótce;;;;;;;;;;;;;;;;
lafirynda;latawica;rozpustnica;;;;;;;;;;;;;;;;
laicki;œwiecki;;;;;;;;;;;;;;;;;
laicyzacja;sekularyzacja;zeœwiecczenie;;;;;;;;;;;;;;;;
laikat;œwieccy;;;;;;;;;;;;;;;;;
laissez faire;leseferyzm;niewidzialna rêka rynku;;;;;;;;;;;;;;;;
lakierowaæ;powlekaæ lakierem;;;;;;;;;;;;;;;;;
lak;wosk;;;;;;;;;;;;;;;;;
lament;³kanie;p³acz;ryk;zawodzenie;;;;;;;;;;;;;;
lament;narzekanie;skarga;utyskiwanie;¿ale;;;;;;;;;;;;;;
lamentowaæ;op³akiwaæ;;;;;;;;;;;;;;;;;
lamówka;obrêbek;obwódka;;;;;;;;;;;;;;;;
lampa fluorescencyjna;lampa luminescencyjna;œwietlówka;;;;;;;;;;;;;;;;
lampa neonowa;neon;neonówka;;;;;;;;;;;;;;;;
lampart;leopard;pantera;;;;;;;;;;;;;;;;
lancz;lunch;posi³ek w porze po³udniowej;;;;;;;;;;;;;;;;
lansowaæ;prezentowaæ;przedstawiaæ;wyobra¿aæ;;;;;;;;;;;;;;;
lapsus;omy³ka;potkniêcie;;;;;;;;;;;;;;;;
lapsus;przejêzyczenie siê;;;;;;;;;;;;;;;;;
lasagna;lasagne;lazania;;;;;;;;;;;;;;;;
las namorzynowy;mangrowe;namorzyny;;;;;;;;;;;;;;;;
las olchowy;ols;olszyna;;;;;;;;;;;;;;;;
lataj¹cy spodek;lataj¹cy talerz;ufo;;;;;;;;;;;;;;;;
lata pacholêce;lata szczeniêce;szkolne lata;;;;;;;;;;;;;;;;
latko;lato;;;;;;;;;;;;;;;;;
latopis;latopisarz;;;;;;;;;;;;;;;;;
latoroœl;pêd;;;;;;;;;;;;;;;;;
latyfundysta;obszarnik;;;;;;;;;;;;;;;;;
latynista;³acinnik;nauczyciel ³aciny;;;;;;;;;;;;;;;;
latynistka;³acinniczka;nauczycielka ³aciny;;;;;;;;;;;;;;;;
laubzega;wyrzynarka;;;;;;;;;;;;;;;;;
laudacja;laudatio;mowa pochwalna;;;;;;;;;;;;;;;;
laureat Nagrody Nobla;noblista;;;;;;;;;;;;;;;;;
laureat;triumfator;tryumfator;;;;;;;;;;;;;;;;
laur;nagroda;wyró¿nienie;;;;;;;;;;;;;;;;
lawirowaæ;wiæ siê;;;;;;;;;;;;;;;;;
lazaret;szpital wojskowy;;;;;;;;;;;;;;;;;
l¹dowaæ;przyziemiaæ;;;;;;;;;;;;;;;;;
l¹dowanie;przyziemianie;;;;;;;;;;;;;;;;;
lecieæ w dó³;spadaæ;upadaæ;;;;;;;;;;;;;;;;
leciwy;niem³ody;posuniêty w latach;przyprószony siwizn¹;sêdziwy;stary;w jesieni ¿ycia;w podesz³ym wieku;wiekowy;;;;;;;;;;
leczenie;medycyna;sztuka lekarska;;;;;;;;;;;;;;;;
lecz i;lecz równie¿;nie tylko;;;;;;;;;;;;;;;;
lecznica;szpital;;;;;;;;;;;;;;;;;
lecznictwo;s³u¿ba zdrowia;;;;;;;;;;;;;;;;;
leczniczy;lekarski;medyczny;;;;;;;;;;;;;;;;
leczniczy;pomagaj¹cy;uzdrawiaj¹cy;zdrowotny;;;;;;;;;;;;;;;
ledwie;ledwo;ostatkiem si³;ostatnim tchem;raptem;resztkami si³;tylko;z trudem;zaledwie;;;;;;;;;;
ledwo dostrzegalny;ledwo zauwa¿alny;ma³o wyraŸny;niepostrze¿ony;nieuchwycony;niewychwycony;niezarejestrowany;nik³y;niuansowy;subtelny;trudny do obserwacji;trudny do uchwycenia;;;;;;;
legalizacja;uprawomocnienie;walidacja;;;;;;;;;;;;;;;;
legalizowaæ;potwierdzaæ;;;;;;;;;;;;;;;;;
legalizowaæ;uprawomocniaæ;;;;;;;;;;;;;;;;;
legalnie;prawnie;;;;;;;;;;;;;;;;;
legalnoœæ;wa¿noœæ;;;;;;;;;;;;;;;;;
legalny;prawny;ustawowy;;;;;;;;;;;;;;;;
legat;scheda;spadek;zapis;;;;;;;;;;;;;;;
legendarny;mityczny;;;;;;;;;;;;;;;;;
legia;legion;;;;;;;;;;;;;;;;;
legislacja;prawodawstwo;ustawodawstwo;;;;;;;;;;;;;;;;
legislacyjny;prawny;ustawodawczy;;;;;;;;;;;;;;;;
legislator;prawodawca;ustawodawca;;;;;;;;;;;;;;;;
legislatura;w³adza ustawodawcza;;;;;;;;;;;;;;;;;
legitymizacja;uprawomocnienie;usankcjonowanie;;;;;;;;;;;;;;;;
legitymowaæ;motywowaæ;opieraæ;ugruntowywaæ;usprawiedliwiaæ;uzasadniaæ;;;;;;;;;;;;;
legitymowaæ siê;okazywaæ;;;;;;;;;;;;;;;;;
lekcewa¿¹cy;nie maj¹cy szacunku;;;;;;;;;;;;;;;;;
lekcewa¿¹cy;pogardliwy;;;;;;;;;;;;;;;;;
lekcewa¿enie;pogarda;;;;;;;;;;;;;;;;;
lekcewa¿yæ;maltretowaæ;okazywaæ pogardê;poniewieraæ;uw³aczaæ;Ÿle traktowaæ;;;;;;;;;;;;;
lekcewa¿yæ;okazywaæ wzgardê;pogardzaæ;;;;;;;;;;;;;;;;
lekcja;mora³;nauczka;nauka;;;;;;;;;;;;;;;
lekka atletyka;lekkoatletyka;;;;;;;;;;;;;;;;;
lekkiego serca;pogodny;rad;sielski;weso³y;;;;;;;;;;;;;;
lekkomyœlny;nieodpowiedzialny;;;;;;;;;;;;;;;;;
lekko;nieco;nieznacznie;trochê;;;;;;;;;;;;;;;
leksykalny;wyrazowy;;;;;;;;;;;;;;;;;
leksyka;s³ownictwo;s³ownik;zasób leksykalny;;;;;;;;;;;;;;;
leksykografia;nauka o s³ownikach;;;;;;;;;;;;;;;;;
leksykograf;s³ownikarz;;;;;;;;;;;;;;;;;
leksykon;s³ownik;;;;;;;;;;;;;;;;;
lektor;nauczyciel jêzyka obcego;;;;;;;;;;;;;;;;;
lektor;prelegent;sprawozdawca;wyk³adowca;;;;;;;;;;;;;;;
len;leñ;suse³;œpioch;;;;;;;;;;;;;;;
leñ patentowany;œmierdz¹cy leñ;;;;;;;;;;;;;;;;;
lepidopterologia;nauka o motylach;;;;;;;;;;;;;;;;;
lepik;smo³a;;;;;;;;;;;;;;;;;
lep;magnes;przynêta;wabik;;;;;;;;;;;;;;;
lepra;tr¹d;;;;;;;;;;;;;;;;;
leprozorium;zak³ad leczenia trêdowatych;;;;;;;;;;;;;;;;;
letalnie;œmiertelnie;zabójczo;;;;;;;;;;;;;;;;
letalny;morderczy;œmiercionoœny;œmiertelny;zabijaj¹cy;zabójczy;;;;;;;;;;;;;
letnik;urlopowicz;wczasowicz;;;;;;;;;;;;;;;;
letni;ma³o gorliwy;niezaanga¿owany;;;;;;;;;;;;;;;;
lewar;lewarek;;;;;;;;;;;;;;;;;
lewa strona;lewica;;;;;;;;;;;;;;;;;
lewitacja;unoszenie siê;;;;;;;;;;;;;;;;;
lewy;pochodz¹cy z kradzie¿y;podejrzany;podwêdzony;skradziony;œliski;œmierdz¹cy;trefny;z³upiony;;;;;;;;;;
le¿anka;prycza;siennik;tapczan;;;;;;;;;;;;;;;
le¿¹cy najbli¿ej;najbli¿szy;nastêpny;s¹siaduj¹cy;s¹siedni;;;;;;;;;;;;;;
le¿¹cy;poziomy;;;;;;;;;;;;;;;;;
le¿¹cy w gruzach;w ruinie;zniszczony;zrujnowany;;;;;;;;;;;;;;;
le¿¹cy wokó³;otaczaj¹cy;;;;;;;;;;;;;;;;;
le¿eæ jak d³ugi;rozwaliæ siê;wyci¹gn¹æ siê;;;;;;;;;;;;;;;;
le¿eæ naoko³o;otaczaæ;;;;;;;;;;;;;;;;;
le¿eæ;odpoczywaæ;spoczywaæ;wypoczywaæ;;;;;;;;;;;;;;;
le¿eæ u do³u;le¿eæ u podstawy;podlegaæ;;;;;;;;;;;;;;;;
le¿eæ;wylegiwaæ siê;;;;;;;;;;;;;;;;;
lgn¹æ;przylegaæ;;;;;;;;;;;;;;;;;
libella;poziomica;poziomnica;;;;;;;;;;;;;;;;
liberalista;libera³;wolnoœciowiec;;;;;;;;;;;;;;;;
liberalizacja;os³abienie rygoru;z³agodzenie;;;;;;;;;;;;;;;;
liberalny;nierestrykcyjny;permisywny;pob³a¿liwy;tolerancyjny;;;;;;;;;;;;;;
libertalizm;libertarianizm;ultraliberalizm;;;;;;;;;;;;;;;;
libertyñski;nieprzyzwoity;nierz¹dny;obsceniczny;perwersyjny;rozpustny;rozwi¹z³y;sproœny;wszeteczny;wulgarny;wyuzdany;zbereŸny;zboczony;zdro¿ny;;;;;
licealista;uczeñ liceum;;;;;;;;;;;;;;;;;
licealistka;uczennica liceum;;;;;;;;;;;;;;;;;
liceum ogólnokszta³c¹ce;ogólniak;;;;;;;;;;;;;;;;;
lichenologia;nauka o porostach;;;;;;;;;;;;;;;;;
lichota;marnoœæ;pró¿noœæ;;;;;;;;;;;;;;;;
licho;ubogo;;;;;;;;;;;;;;;;;
licho;z³y duch;zmora;;;;;;;;;;;;;;;;
lichwiarz;sêp;zdzierca;;;;;;;;;;;;;;;;
licytowaæ;oferowaæ cenê;;;;;;;;;;;;;;;;;
licytowaæ siê;przerzucaæ siê;przeœcigaæ siê;;;;;;;;;;;;;;;;
licytowaæ;sprzedawaæ na aukcji;;;;;;;;;;;;;;;;;
licytuj¹cy;oferent;;;;;;;;;;;;;;;;;
licz¹cy siê z faktami;realistyczny;;;;;;;;;;;;;;;;;
liczba;numer;;;;;;;;;;;;;;;;;
liczba;wartoœæ;;;;;;;;;;;;;;;;;
liczbowo;w liczbach;;;;;;;;;;;;;;;;;
liczi;litchi;œliwka chiñska;;;;;;;;;;;;;;;;
liczne przybycie;najazd;;;;;;;;;;;;;;;;;
licznie;masowo;na masow¹ skalê;w du¿ych iloœciach;;;;;;;;;;;;;;;
licznik;prêdkoœciomierz;;;;;;;;;;;;;;;;;
liczny;mnogi;spory;;;;;;;;;;;;;;;;
liczony w³¹cznie;w³¹czaj¹cy;zawieraj¹cy w sobie;;;;;;;;;;;;;;;;
liczyæ na;opieraæ siê;polegaæ;;;;;;;;;;;;;;;;
liczyæ;numerowaæ;rachowaæ;;;;;;;;;;;;;;;;
liczyæ;opieraæ siê;polegaæ;;;;;;;;;;;;;;;;
liczyæ;polegaæ;zaufaæ;zawierzyæ;;;;;;;;;;;;;;;
liczyæ;przypuszczaæ;s¹dziæ;spodziewaæ siê;;;;;;;;;;;;;;;
liczyæ siê;mieæ znaczenie;;;;;;;;;;;;;;;;;
liczyæ za drogo;wyzyskiwaæ;zdzieraæ;;;;;;;;;;;;;;;;
lider;prowadz¹cy;przewodz¹cy;przywódca;;;;;;;;;;;;;;;
lignit;wêgiel brunatny;;;;;;;;;;;;;;;;;
likier miêtowy;peperment;;;;;;;;;;;;;;;;;
likwidowaæ;sp³acaæ zobowi¹zania;;;;;;;;;;;;;;;;;
likwidowaæ;zabijaæ;zdejmowaæ;;;;;;;;;;;;;;;;
limit;ograniczenie;zakres;;;;;;;;;;;;;;;;
limitowaæ;ograniczaæ;reglamentowaæ;regulowaæ;;;;;;;;;;;;;;;
limitowany;ograniczony;reglamentowany;zawê¿ony;;;;;;;;;;;;;;;
limo;œliwa;;;;;;;;;;;;;;;;;
lina;linka;sznur;;;;;;;;;;;;;;;;
lina s³omiana;powrós³o;;;;;;;;;;;;;;;;;
lincz;samos¹d;;;;;;;;;;;;;;;;;
linearny;liniowy;;;;;;;;;;;;;;;;;
linia boczna;linia naboczna;;;;;;;;;;;;;;;;;
linia brzegowa;linia wodna;;;;;;;;;;;;;;;;;
linia;linia³;linia³ pomiarowy;miarka;przymiar liniowy;;;;;;;;;;;;;;
linia;linia prosta;prosta;;;;;;;;;;;;;;;;
linia;linijka;wers;wiersz;;;;;;;;;;;;;;;
linia ³amana;³amana;;;;;;;;;;;;;;;;;
linia;pasek;;;;;;;;;;;;;;;;;
linia;profil;;;;;;;;;;;;;;;;;
lipid;lipoid;t³uszczowiec;;;;;;;;;;;;;;;;
lipoma;t³uszczak;;;;;;;;;;;;;;;;;
liryczka;poetka;;;;;;;;;;;;;;;;;
liryczny;poetycki;poetyczny;;;;;;;;;;;;;;;;
liryka;poezja;utwór poetycki;wiersz;;;;;;;;;;;;;;;
liryk;poeta liryczny;;;;;;;;;;;;;;;;;
liryk;poeta;wierszokleta;wieszcz;;;;;;;;;;;;;;;
literatura;pióro;pisarstwo;twórczoœæ literacka;twórczoœæ pisarska;;;;;;;;;;;;;;
literatura;piœmiennictwo;;;;;;;;;;;;;;;;;
litera;znak alfabetyczny;;;;;;;;;;;;;;;;;
literowiec;skrótowiec literowy;;;;;;;;;;;;;;;;;
litoœciwy;mi³osierny;wspó³czuj¹cy;;;;;;;;;;;;;;;;
litoœæ;³aska;mi³osierdzie;;;;;;;;;;;;;;;;
litoœæ;mi³osierdzie;politowanie;ubolewanie;wspó³czucie;;;;;;;;;;;;;;
litowaæ siê;wspó³czuæ;¿a³owaæ;;;;;;;;;;;;;;;;
lity;stopiony;zespolony;;;;;;;;;;;;;;;;
lizaæ;zwil¿aæ jêzykiem;;;;;;;;;;;;;;;;;
lizn¹æ;napocz¹æ;skubn¹æ;uszczkn¹æ;;;;;;;;;;;;;;;
locativus;lokatyw;miejscownik;;;;;;;;;;;;;;;;
locha;maciora;;;;;;;;;;;;;;;;;
